# tracer: nop
#
# entries-in-buffer/entries-written: 9917/9917   #P:4
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
 gnome-terminal--2435  [004] d..3    98.437136: sched_switch: prev_comm=gnome-terminal- prev_pid=2435 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
          <idle>-0     [004] dns4    98.437850: sched_wakeup: comm=rcu_sched pid=8 prio=120 target_cpu=004
          <idle>-0     [005] dns5    98.437852: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [004] dns5    98.437854: sched_wakeup: comm=kworker/4:0 pid=30 prio=120 target_cpu=004
          <idle>-0     [005] d..3    98.437857: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
          <idle>-0     [004] d..3    98.437857: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/4:0 next_pid=30 next_prio=120
     kworker/4:0-30    [004] d..3    98.437866: sched_switch: prev_comm=kworker/4:0 prev_pid=30 prev_prio=120 prev_state=S ==> next_comm=rcu_sched next_pid=8 next_prio=120
     rcu_preempt-7     [005] d..3    98.437872: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
       rcu_sched-8     [004] d..3    98.437880: sched_switch: prev_comm=rcu_sched prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
          <idle>-0     [004] dns4    98.441842: sched_wakeup: comm=rcu_sched pid=8 prio=120 target_cpu=004
          <idle>-0     [005] dns4    98.441843: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [004] d..3    98.441848: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=8 next_prio=120
          <idle>-0     [005] d..3    98.441849: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
       rcu_sched-8     [004] d..3    98.441853: sched_switch: prev_comm=rcu_sched prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
     rcu_preempt-7     [005] d..3    98.441853: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [000] dnh4    98.442457: sched_wakeup: comm=irq/69-15210000 pid=113 prio=49 target_cpu=000
          <idle>-0     [000] d..3    98.442463: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=irq/69-15210000 next_pid=113 next_prio=49
 irq/69-15210000-113   [000] d..4    98.442479: sched_wakeup: comm=kworker/0:2 pid=244 prio=120 target_cpu=000
 irq/69-15210000-113   [000] d..3    98.442500: sched_switch: prev_comm=irq/69-15210000 prev_pid=113 prev_prio=49 prev_state=S ==> next_comm=kworker/0:2 next_pid=244 next_prio=120
     kworker/0:2-244   [000] d..3    98.442515: sched_switch: prev_comm=kworker/0:2 prev_pid=244 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [005] dns4    98.445835: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [004] dns4    98.445836: sched_wakeup: comm=rcu_sched pid=8 prio=120 target_cpu=004
          <idle>-0     [005] d..3    98.445838: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
          <idle>-0     [004] d..3    98.445839: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=8 next_prio=120
     rcu_preempt-7     [005] d..3    98.445842: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
       rcu_sched-8     [004] d..3    98.445842: sched_switch: prev_comm=rcu_sched prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
          <idle>-0     [004] dnh4    98.446388: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.446391: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
            Xorg-1138  [004] d..3    98.446461: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
          <idle>-0     [004] dnh4    98.447175: sched_wakeup: comm=gnome-terminal- pid=2435 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.447178: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gnome-terminal- next_pid=2435 next_prio=120
 gnome-terminal--2435  [004] d..4    98.447478: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.447480: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
 gnome-terminal--2435  [004] d..3    98.447488: sched_switch: prev_comm=gnome-terminal- prev_pid=2435 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
            Xorg-1138  [005] d..4    98.447547: sched_wakeup: comm=gnome-terminal- pid=2435 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.447549: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gnome-terminal- next_pid=2435 next_prio=120
            Xorg-1138  [005] d..3    98.447577: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
 gnome-terminal--2435  [004] d..4    98.447685: sched_wakeup: comm=gdbus pid=2438 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.447688: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gdbus next_pid=2438 next_prio=120
 gnome-terminal--2435  [004] d..3    98.447714: sched_switch: prev_comm=gnome-terminal- prev_pid=2435 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
           gdbus-2438  [005] d..4    98.447728: sched_wakeup: comm=gdbus pid=1683 prio=120 target_cpu=000
          <idle>-0     [000] d..3    98.447733: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gdbus next_pid=1683 next_prio=120
           gdbus-2438  [005] d..3    98.447767: sched_switch: prev_comm=gdbus prev_pid=2438 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
           gdbus-1683  [000] d..4    98.447912: sched_wakeup: comm=ibus-daemon pid=1676 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.447915: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=ibus-daemon next_pid=1676 next_prio=120
     ibus-daemon-1676  [004] d..3    98.447944: sched_switch: prev_comm=ibus-daemon prev_pid=1676 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
           gdbus-1683  [000] d..4    98.447948: sched_wakeup: comm=ibus-daemon pid=1676 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.447949: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=ibus-daemon next_pid=1676 next_prio=120
           gdbus-1683  [000] d..3    98.447990: sched_switch: prev_comm=gdbus prev_pid=1683 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
     ibus-daemon-1676  [004] d..4    98.448044: sched_wakeup: comm=gdbus pid=1683 prio=120 target_cpu=000
          <idle>-0     [000] d..3    98.448048: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gdbus next_pid=1683 next_prio=120
           gdbus-1683  [000] d..4    98.448136: sched_wakeup: comm=gdbus pid=1740 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.448138: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gdbus next_pid=1740 next_prio=120
     ibus-daemon-1676  [004] d..3    98.448139: sched_switch: prev_comm=ibus-daemon prev_pid=1676 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
           gdbus-1683  [000] d..4    98.448166: sched_wakeup: comm=ibus-daemon pid=1676 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.448168: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=ibus-daemon next_pid=1676 next_prio=120
     ibus-daemon-1676  [004] d..3    98.448179: sched_switch: prev_comm=ibus-daemon prev_pid=1676 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
           gdbus-1683  [000] d..4    98.448221: sched_wakeup: comm=gdbus pid=1723 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.448223: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gdbus next_pid=1723 next_prio=120
           gdbus-1683  [000] d..3    98.448263: sched_switch: prev_comm=gdbus prev_pid=1683 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
           gdbus-1740  [005] d..4    98.448296: sched_wakeup: comm=ibus-engine-sim pid=1738 prio=120 target_cpu=000
          <idle>-0     [000] d..3    98.448301: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=ibus-engine-sim next_pid=1738 next_prio=120
           gdbus-1740  [005] d..3    98.448327: sched_switch: prev_comm=gdbus prev_pid=1740 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
 ibus-engine-sim-1738  [000] d..3    98.448342: sched_switch: prev_comm=ibus-engine-sim prev_pid=1738 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
           gdbus-1723  [004] d..4    98.448383: sched_wakeup: comm=ibus-ui-gtk3 pid=1695 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.448385: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=ibus-ui-gtk3 next_pid=1695 next_prio=120
           gdbus-1723  [004] d..3    98.448414: sched_switch: prev_comm=gdbus prev_pid=1723 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
    ibus-ui-gtk3-1695  [005] d..3    98.448458: sched_switch: prev_comm=ibus-ui-gtk3 prev_pid=1695 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [005] dns4    98.449837: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [004] dns4    98.449840: sched_wakeup: comm=rcu_sched pid=8 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.449855: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=8 next_prio=120
          <idle>-0     [005] d..3    98.449859: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
       rcu_sched-8     [004] d..3    98.449867: sched_switch: prev_comm=rcu_sched prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
     rcu_preempt-7     [005] d..3    98.449868: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [005] dns4    98.453828: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [004] dns4    98.453828: sched_wakeup: comm=rcu_sched pid=8 prio=120 target_cpu=004
          <idle>-0     [005] d..3    98.453831: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
          <idle>-0     [004] d..3    98.453832: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=8 next_prio=120
       rcu_sched-8     [004] d..3    98.453835: sched_switch: prev_comm=rcu_sched prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
     rcu_preempt-7     [005] d..3    98.453835: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [005] dns4    98.457823: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.457825: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
     rcu_preempt-7     [005] d..3    98.457828: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [000] dnh4    98.459125: sched_wakeup: comm=irq/69-15210000 pid=113 prio=49 target_cpu=000
          <idle>-0     [000] d..3    98.459130: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=irq/69-15210000 next_pid=113 next_prio=49
 irq/69-15210000-113   [000] d..4    98.459148: sched_wakeup: comm=kworker/0:2 pid=244 prio=120 target_cpu=000
 irq/69-15210000-113   [000] d..3    98.459168: sched_switch: prev_comm=irq/69-15210000 prev_pid=113 prev_prio=49 prev_state=S ==> next_comm=kworker/0:2 next_pid=244 next_prio=120
     kworker/0:2-244   [000] d..3    98.459185: sched_switch: prev_comm=kworker/0:2 prev_pid=244 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [005] dns4    98.461819: sched_wakeup: comm=rcu_preempt pid=7 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.461821: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_preempt next_pid=7 next_prio=120
     rcu_preempt-7     [005] d..3    98.461824: sched_switch: prev_comm=rcu_preempt prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [005] dnh4    98.462602: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.462607: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
            Xorg-1138  [005] d..3    98.462666: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [004] dnh4    98.462755: sched_wakeup: comm=gnome-terminal- pid=2435 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.462761: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gnome-terminal- next_pid=2435 next_prio=120
 gnome-terminal--2435  [004] d..4    98.463179: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.463183: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
 gnome-terminal--2435  [004] d..3    98.463200: sched_switch: prev_comm=gnome-terminal- prev_pid=2435 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
            Xorg-1138  [005] d..4    98.463537: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=000
          <idle>-0     [000] d..3    98.463543: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
            Xorg-1138  [005] d..4    98.463564: sched_wakeup: comm=gnome-terminal- pid=2435 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.463569: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gnome-terminal- next_pid=2435 next_prio=120
          compiz-2040  [000] d.h3    98.463625: sched_wakeup: comm=irq/62-host_syn pid=61 prio=49 target_cpu=003
            Xorg-1138  [005] d..3    98.463627: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
 gnome-terminal--2435  [004] d..3    98.463657: sched_switch: prev_comm=gnome-terminal- prev_pid=2435 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
          compiz-2040  [000] d..3    98.463709: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dnh4    98.464757: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=000
          <idle>-0     [000] d..3    98.464765: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
          compiz-2040  [000] d..4    98.464792: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.464796: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
          compiz-2040  [000] dnh3    98.464857: sched_wakeup: comm=irq/73-gk20a_st pid=117 prio=49 target_cpu=000
          compiz-2040  [000] d..3    98.464862: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=R ==> next_comm=irq/73-gk20a_st next_pid=117 next_prio=49
 irq/73-gk20a_st-117   [000] d..3    98.464887: sched_switch: prev_comm=irq/73-gk20a_st prev_pid=117 prev_prio=49 prev_state=D ==> next_comm=compiz next_pid=2040 next_prio=120
            Xorg-1138  [005] d..3    98.464895: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          compiz-2040  [000] dnh3    98.464904: sched_wakeup: comm=irq/73-gk20a_st pid=117 prio=49 target_cpu=000
          compiz-2040  [000] d..3    98.464908: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=R ==> next_comm=irq/73-gk20a_st next_pid=117 next_prio=49
 irq/73-gk20a_st-117   [000] d..3    98.464914: sched_switch: prev_comm=irq/73-gk20a_st prev_pid=117 prev_prio=49 prev_state=D ==> next_comm=compiz next_pid=2040 next_prio=120
          compiz-2040  [000] dnh3    98.464955: sched_wakeup: comm=irq/73-gk20a_st pid=117 prio=49 target_cpu=000
          compiz-2040  [000] d..3    98.464959: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=R ==> next_comm=irq/73-gk20a_st next_pid=117 next_prio=49
 irq/73-gk20a_st-117   [000] d..3    98.464990: sched_switch: prev_comm=irq/73-gk20a_st prev_pid=117 prev_prio=49 prev_state=D ==> next_comm=compiz next_pid=2040 next_prio=120
          compiz-2040  [000] d..4    98.465046: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.465050: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
          compiz-2040  [000] d..3    98.465064: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dnh4    98.465074: sched_wakeup: comm=irq/73-gk20a_st pid=117 prio=49 target_cpu=000
          <idle>-0     [000] d..3    98.465080: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=irq/73-gk20a_st next_pid=117 next_prio=49
            Xorg-1138  [005] d..4    98.465100: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.465104: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
 irq/73-gk20a_st-117   [000] d..3    98.465109: sched_switch: prev_comm=irq/73-gk20a_st prev_pid=117 prev_prio=49 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
            Xorg-1138  [005] d..3    98.465137: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          <idle>-0     [000] dnh4    98.465163: sched_wakeup: comm=irq/73-gk20a_st pid=117 prio=49 target_cpu=000
          <idle>-0     [000] d..3    98.465167: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=irq/73-gk20a_st next_pid=117 next_prio=49
 irq/73-gk20a_st-117   [000] d..3    98.465197: sched_switch: prev_comm=irq/73-gk20a_st prev_pid=117 prev_prio=49 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          compiz-2040  [004] d..4    98.465594: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.465598: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
          compiz-2040  [004] d..3    98.465607: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
            Xorg-1138  [005] d..4    98.465653: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.465658: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
            Xorg-1138  [005] d..3    98.465683: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          compiz-2040  [004] d..4    98.465697: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.465700: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
          compiz-2040  [004] d..3    98.465702: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
            Xorg-1138  [005] d..4    98.465727: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=004
          <idle>-0     [004] d..3    98.465731: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
            Xorg-1138  [005] d..3    98.465748: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
          compiz-2040  [004] d..4    98.466332: sched_wakeup: comm=Xorg pid=1138 prio=120 target_cpu=005
          <idle>-0     [005] d..3    98.466336: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Xorg next_pid=1138 next_prio=120
          compiz-2040  [004] d..3    98.466344: sched_switch: prev_comm=compiz prev_pid=2040 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
            Xorg-1138  [005] dn.4    98.466463: sched_wakeup: comm=tegradc.0/d pid=109 prio=98 target_cpu=005
            Xorg-1138  [005] d..3    98.466468: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=R+ ==> next_comm=tegradc.0/d next_pid=109 next_prio=98
          <idle>-0     [000] dnh4    98.466506: sched_wakeup: comm=irq/69-15210000 pid=113 prio=49 target_cpu=000
          <idle>-0     [000] d..3    98.466512: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=irq/69-15210000 next_pid=113 next_prio=49
     tegradc.0/d-109   [005] d..3    98.466514: sched_switch: prev_comm=tegradc.0/d prev_pid=109 prev_prio=98 prev_state=D ==> next_comm=Xorg next_pid=1138 next_prio=120
 irq/69-15210000-113   [000] d..4    98.466534: sched_wakeup: comm=tegradc.0/d pid=109 prio=98 target_cpu=005
            Xorg-1138  [005] dn.4    98.466537: sched_wakeup: comm=compiz pid=2040 prio=120 target_cpu=004
 irq/69-15210000-113   [000] d..4    98.466540: sched_wakeup: comm=kworker/0:2 pid=244 prio=120 target_cpu=000
            Xorg-1138  [005] d..3    98.466540: sched_switch: prev_comm=Xorg prev_pid=1138 prev_prio=120 prev_state=R+ ==> next_comm=tegradc.0/d next_pid=109 next_prio=98
          <idle>-0     [004] d..3    98.466542: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=compiz next_pid=2040 next_prio=120
     tegradc.0/d-109   [005] d..3    98.466546: sched_switch: prev_comm=tegradc.0/d prev_pid=109 prev_prio=98 prev_state=D ==> next_comm=Xorg next_pid=1138 next_prio=120
 irq/69-15210000-113   [000] d..3    98.466547: sched_switch: prev_comm=irq/69-15210000 prev_pid=113 prev_prio=49 prev_state=S ==> next_comm=kworker/0:2 next_pid=244 next_prio=120
     kworker/0:2-244   [000] d..3    98.466562: sched_switch: prev_comm=kworker/0:2 prev_pid=244 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
